articleId;title;pages;volumeNumber
1;On the controllability of switching linear systems.;663-668;41
1;A man-machine interface for computer-aided design and simulation of control systems.;311-316;25
1;Potential and optimal control of human head movement using Tait-Bryan parametrization.;519-529;50
1;An equivalence result in linear-quadratic theory.;355-359;39
1;A discontinuous output feedback controller and velocity observer for nonlinear mechanical systems.;695-700;40
1;Change-point monitoring for online stochastic approximations.;1657-1674;46
1;Leader-following rendezvous with connectivity preservation and disturbance rejection via internal model approach.;203-212;57
1;Detecting abnormal situations using the Kullback-Leibler divergence.;2777-2786;50
1;Simultaneous state and input estimation of hybrid systems with unknown inputs.;755-762;42
1;Dynamic observer error linearization.;2195-2200;42
1;Automatic optimization by continuous perturbation of parameters.;147-175;1
1;On Approximate Model-Reference Control of SISO Discrete-Time Nonlinear Systems.;1261-1266;34
1;On robust stability of polynomials with polynomial parameter dependency: solTwo/three parameter cases.;215-217;29
1;An algebraic approach towards the controllability of controlled switching linear hybrid systems.;1221-1228;38
1;Adaptive robust control of uncertain systems with measurement noise.;715-728;28
1;A new reduced-order adaptive filter for state estimation in high-dimensional systems.;1475-1498;33
1;Control of constrained discrete time linear systems using quantized controls.;623-628;25
1;Opacity of discrete event systems and its applications.;496-503;47
1;Output-feedback adaptive control of a wave PDE with boundary anti-damping.;1407-1415;50
1;Decentralized observer-based control via networked communication.;2074-2086;49
1;Learning control in spatial coordinates for the path-following of autonomous vehicles.;1867-1874;50
1;Adaptive robust iterative learning control with dead zone scheme.;91-99;36
1;Robust controller design of a class of nonlinear time delay systems via backstepping method.;567-573;44
1;On optimality of decentralized control for a class of nonlinear interconnected systems.;101-104;24
1;General equivalence between two kinds of noise-correlation filters.;3316-3318;50
1;Reconstruction of continuous-time systems from their non-uniformly sampled discrete-time systems.;324-332;45
1;Adaptive control for linear slowly time-varying systems using direct least-squares estimation.;251-256;37
1;Output feedback variable structure control design with an H;2403-2408;44
1;Discrete minimax linear quadratic regulation of continuous-time systems;741-747;23
1;Computer systems for automation and control: Gustaf Olsson and Giangido Piani.;1075;30
1;"Calibration and information in expert resolution; a classical approach.";87-93;24
1;Distributed actuator control design for flexible beams.;619-627;24
1;Vehicle velocity estimation using nonlinear observers.;2091-2103;42
1;Recursive state bounding by parallelotopes.;1049-1055;32
1;Adaptive boundary control for unstable parabolic PDEs - Part III: Output feedback examples with swapping identifiers.;1557-1564;43
1;Heterogeneity and scalability in group agreement protocols: Beyond small gain and passivity approaches.;1141-1151;46
1;On the robustness of discrete-time indirect adaptive (linear) controllers.;153-159;27
1;The role of vector autoregressive modeling in predictor-based subspace identification.;1034-1048;43
1;Some peculiarities of identification in the presence of model errors.;1683-1693;38
1;A Hamiltonian viewpoint in the modeling of switching power converters.;445-452;35
1;Eigenstructure assignment-based robust stability conditions for uncertain systems with multiple time-varying delays.;97-102;33
1;On stabilizability and exact observability of stochastic systems with their applications.;87-94;40
1;Stochastic stabilization and induced l;2397-2404;50
1;Ranking multiple aspect alternatives - Fuzzy relational equations approach.;251-253;22
1;Call for papers for an Automatica Special issue on stochastic modeling, control, and robust optimization at the crossroads of engineering, environmental economics, and finance.;1835;42
1;Games with coupled propagated constraints in optical networks with multi-link topologies.;871-880;45
1;Unbiased estimation of a sinusoid in colored noise via adapted notch filters.;209-215;33
1;Robust implicit self-tuning regulator: Convergence and stability.;1629-1644;32
1;Adaptive differential dynamic programming for multiobjective optimal control.;1003-1015;38
1;Stability of Kalman filtering with Markovian packet losses.;598-607;43
1;Adaptive observers for a class of uniformly observable systems with nonlinear parametrization and sampled outputs.;2951-2960;50
1;"Universal ^f955;-tracking for nonlinearly-perturbed systems in the presence of noise.";337-346;30
1;Two Degree-of-Freedom Smith Predictor for Processes with Time Delay.;1279-1282;34
1;On semi-global stabilizability of MIMO nonlinear systems by output feedback.;1049-1054;42
1;Regulation and tracking of the nonholonomic double integrator: A field-oriented control approach.;125-131;34
1;Reliable dissipative control for stochastic impulsive systems.;1004-1010;44
1;Some remarks on static-feedback linearization for time-varying systems.;3219-3221;44
1;Bullwhip reduction for ARMA demand: The proportional order-up-to policy versus the full-state-feedback policy.;1283-1290;42
1;Fixed poles of disturbance rejection by dynamic measurement feedback: a geometric approach.;231-238;37
1;Decentralized overlapping control of a formation of unmanned aerial vehicles.;1285-1296;40
1;Stability regions for constrained nonlinear systems and their functional characterization via support-vector-machine learning.;1955-1964;40
1;A unified approach to Markov decision problems and performance sensitivity analysis.;771-774;36
1;Solutions to disturbance decoupling problem with constant measurement feedback for linear systems.;1717-1724;36
1;Identification of a modified Wiener-Hammerstein system and its application in electrically stimulated paralyzed skeletal muscle modeling.;736-743;45
1;Packet-based control: The H;137-144;42
1;Irreducible continuous model identification via Markov parameter estimation.;249-253;32
1;Collaborative scalar-gain estimators for potentially unstable social dynamics with limited communication.;1909-1914;50
1;On the sampled-data ;895-905;35
1;Mathematical model of non-basal testosterone regulation in the male by pulse modulated feedback.;78-85;45
1;Identification of microwave filters by analytic and rational ;317-325;49
1;A new structural framework for parity equation-based failure detection and isolation.;381-388;26
1;H;1038-1045;45
1;An efficient off-line formulation of robust model predictive control using linear matrix inequalities.;837-846;39
1;Circle criteria, small-gain conditions and internal stability for infinite-dimensional systems.;677-690;27
1;Direct State Space Solution of Multirate Sampled-Data H;1431-1437;34
1;Absolute stability analysis of linear systems with Duhem hysteresis operator.;1860-1866;50
1;Duality and network theory in passivity-based cooperative control.;2051-2061;50
1;Robust model predictive control of constrained linear systems with bounded disturbances.;219-224;41
1;Robust discrete quasi-sliding mode tracking controller.;1509-1511;31
1;Stochastic H;513-521;43
1;Adaptive stability augmentation.;699-707;26
1;A Bidimensional Optimal Landing Problem.;655-657;34
1;Algorithms for global total least squares modelling of finite multivariable time series.;391-404;31
1;Non-linear dynamics in adaptive control: Chaotic and periodic stabilization.;641-655;22
1;Leader-following consensus of a class of stochastic delayed multi-agent systems with partial mixed impulses.;346-354;53
1;Design and experimental validation of a nonlinear wheel slip control algorithm.;1852-1859;48
1;Distributed algebraic connectivity estimation for undirected graphs with upper and lower bounds.;3253-3259;50
1;Flatness for linear fractional systems with application to a thermal system.;213-221;57
1;Extension of minimum variance estimation for systems with unknown inputs.;867-876;39
1;Lyapunov-based adaptive control of MIMO systems.;1251-1257;39
1;Matrosov theorem for parameterized families of discrete-time systems.;1025-1034;40
1;Cyclic linear differential automata: a simple class of hybrid dynamical systems.;727-734;36
1;Microprocessors for engineers: Interfacing for real-time applications : Pradip Kumar Sinha.;441;26
1;An output-based adaptive iterative learning controller for high relative degree uncertain linear systems.;145-153;40
